ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-3077308,2,34.990582,-85.147791,Chattanooga,Hamilton,TN,41,41,67,29.51,10,0,0
A-2288189,3,29.522219,-98.394287,San Antonio,Bexar,TX,74.3,,42,30,10,11.5,
A-1485246,2,35.51553,-97.529839,Oklahoma City,Oklahoma,OK,67,67,81,28.62,10,12,0
A-23985,2,38.598289,-121.473145,Sacramento,Sacramento,CA,68,,49,30.05,10,10.4,
A-775400,2,38.627926,-121.266121,Rancho Cordova,Sacramento,CA,77,77,34,29.9,10,9,
A-4130380,2,28.76023,-81.26561,Sanford,Seminole,FL,84.9,,74,29.92,10,8.1,
A-2591457,3,41.038177,-111.948547,Kaysville,Davis,UT,88,,21,29.94,7,6.9,
A-582282,3,38.484974,-90.756866,Pacific,Franklin,MO,71,71,41,29.64,10,5,0
A-400944,3,37.943432,-122.480415,San Quentin,Marin,CA,91.4,,31,29.9,10,6.9,
A-3670515,2,33.858344,-118.096283,Cerritos,Los Angeles,CA,69,69,49,29.89,10,7,0
A-1615453,2,42.98354,-83.69297,Flint,Genesee,MI,25,14.2,85,30.3,10,11.5,
A-4124802,2,32.92654,-117.23967,San Diego,San Diego,CA,84.9,,16,30,10,9.2,
A-3454087,2,38.549797,-122.719186,Santa Rosa,Sonoma,CA,52,52,100,29.75,9,5,0
A-3966579,2,45.22695,-122.81367,Aurora,Marion,OR,39.9,,100,30.27,0.2,,
A-1052717,2,30.19869,-97.764473,Austin,Travis,TX,48,43,77,29.54,10,13,0.03
A-3989798,2,43.082277,-121.862652,Gilchrist,Klamath,OR,51.8,,47,30.2,10,6.9,
A-493223,2,36.988354,-122.003265,Santa Cruz,Santa Cruz,CA,64.9,,73,30,10,13.8,
A-2246148,3,43.046558,-88.256065,Pewaukee,Waukesha,WI,23,15.8,80,30.15,10,5.8,
A-32532,3,37.881908,-122.308258,Berkeley,Alameda,CA,61,,60,30.2,10,10.4,
A-1762402,2,39.769196,-86.102127,Indianapolis,Marion,IN,33.1,28.7,92,29.96,2,4.6,0
A-567567,2,38.59808,-122.618843,Calistoga,Napa,CA,56,56,97,29.72,2,12,0.01
A-1190408,3,33.91703,-84.339531,Brookhaven,DeKalb,GA,72,72,73,29.1,10,0,0
A-2994417,2,34.152017,-118.128161,Pasadena,Los Angeles,CA,,,,,,,
A-1010590,2,35.583858,-97.638474,Oklahoma City,Oklahoma,OK,29,24,67,28.85,10,5,0
A-3847643,2,45.3439,-122.6312,Oregon City,Clackamas,OR,43,43,74,29.99,10,3,0
A-1715538,2,39.386505,-119.707954,Reno,Washoe,NV,51.1,,56,29.98,10,4.6,
A-3984209,2,40.84524,-73.92778,Bronx,Bronx,NY,45,37.9,46,30.34,10,16.1,
A-1324540,2,30.426161,-97.714638,Austin,Travis,TX,98,98,30,29.15,10,7,0
A-2258206,3,39.128407,-94.677017,Kansas City,Wyandotte,KS,,,,,,,
A-791639,3,33.652176,-84.367058,Atlanta,Fulton,GA,74,74,85,28.92,7,6,0.01
A-3969473,2,45.07311,-122.95955,Salem,Marion,OR,51.8,,50,29.89,10,,
A-2256153,2,37.686665,-122.127464,San Lorenzo,Alameda,CA,51.1,,68,30.04,10,6.9,0
A-3579049,2,42.94633,-123.29406,Canyonville,Douglas,OR,39,39,86,29.2,10,0,0
A-860622,2,41.53931,-74.093628,Newburgh,Orange,NY,39,32,75,29.42,10,12,0
A-2500775,3,42.516979,-83.654282,Milford,Oakland,MI,37.9,31.5,62,29.68,10,9.2,
A-891295,3,34.035095,-118.333626,Los Angeles,Los Angeles,CA,48,48,74,30.02,10,3,0
A-331242,3,40.58662,-80.099976,Sewickley,Allegheny,PA,14,2.9,77,30.41,10,8.1,
A-3612746,2,33.74208,-84.4047,Atlanta,Fulton,GA,47,39,61,28.84,10,21,0
A-3676751,2,38.63444,-121.21041,Rancho Cordova,Sacramento,CA,45,40,100,29.98,1,8,
A-3407900,2,42.699962,-73.844357,Albany,Albany,NY,54,54,100,29.75,8,0,0
A-847277,3,36.167377,-86.765633,Nashville,Davidson,TN,81,81,52,29.18,10,7,0
A-2893400,2,36.172411,-115.20581,Las Vegas,Clark,NV,66.9,,11,30.12,10,6.9,
A-3156524,2,26.695293,-81.905294,North Fort Myers,Lee,FL,61,61,78,29.92,10,7,0
A-142004,2,27.910086,-82.700813,Clearwater,Pinellas,FL,80.1,,74,30.08,10,,
A-4214964,2,42.437285,-121.138811,Beatty,Klamath,OR,71,71,38,25.85,10,18,0
A-516970,2,44.86153,-93.298431,Minneapolis,Hennepin,MN,19,9,71,29.48,10,8,0
A-2191346,2,35.202007,-80.786354,Charlotte,Mecklenburg,NC,57.9,,44,29.74,10,10.4,
A-2734435,4,39.041218,-95.098406,Tonganoxie,Leavenworth,KS,30,20,69,30.19,10,12.7,
A-4167003,3,35.56922,-82.49363,Asheville,Buncombe,NC,66,66,87,27.68,6,0,0.08
A-1883396,2,33.932083,-80.824867,Hopkins,Richland,SC,90.7,,52,30.03,10,10.4,
A-478804,3,41.06271,-73.862244,Tarrytown,Westchester,NY,84,,31,30.04,10,5.8,
A-3170046,2,27.520579,-82.52919,Ellenton,Manatee,FL,62,62,75,30.24,10,9,0
A-717373,3,40.731842,-73.871773,Elmhurst,Queens,NY,81,81,52,30.09,10,8,0
A-481681,3,38.67609,-77.235725,Lorton,Fairfax County,VA,79.7,,77,29.87,10,,
A-1612407,3,38.540691,-121.510658,Sacramento,Sacramento,CA,51.1,,92,29.96,7,11.5,0.06
A-986248,2,34.077282,-117.488899,Fontana,San Bernardino,CA,41,41,70,29.07,10,0,0
A-3697868,2,34.182823,-118.155221,Altadena,Los Angeles,CA,,,,,,,
A-1949001,2,34.735683,-82.544952,Easley,Pickens,SC,86,,48,30.05,10,5.8,
A-1996996,3,38.190788,-78.996124,Verona,Augusta,VA,59.4,,87,30.33,10,,
A-2145817,3,35.794537,-78.582642,Raleigh,Wake,NC,78.1,,79,30.06,10,13.8,
A-1099142,2,32.834789,-96.779419,Dallas,Dallas,TX,67,67,32,29.57,10,12,0
A-673650,2,31.78087,-85.947433,Troy,Pike,AL,,,,29.56,,,0
A-624580,2,36.031879,-95.948921,Tulsa,Tulsa,OK,80,80,34,29.27,10,5,0
A-3262615,2,38.630241,-121.267234,Rancho Cordova,Sacramento,CA,55,55,67,30.25,10,8,
A-3694572,3,29.92904,-95.41176,Houston,Harris,TX,48,44,48,30.36,10,8,0
A-359223,2,28.185917,-82.41333,Land O Lakes,Pasco,FL,75.2,,61,30.14,10,8.1,
A-3426080,2,33.809491,-117.879363,Anaheim,Orange,CA,73,73,46,29.94,8,5,0
A-1763652,2,42.236427,-88.123466,Barrington,Lake,IL,35.1,,89,30.05,1.5,,0.04
A-1741636,2,38.764744,-104.775414,Colorado Springs,El Paso,CO,39.9,33.4,47,29.99,10,10.4,
A-3724354,2,34.307719,-117.46977,San Bernardino,San Bernardino,CA,53,53,43,28.85,10,5,0
A-2466533,2,33.853249,-117.88443,Anaheim,Orange,CA,66,,70,29.93,10,4.6,
A-758464,2,30.496,-87.227852,Pensacola,Escambia,FL,74,74,64,29.93,10,5,0
A-1707734,2,33.16518,-80.644676,Reevesville,Dorchester,SC,53.6,,51,30.15,10,15,
A-1776021,2,34.714993,-82.830833,Central,Pickens,SC,50,,59,30.25,10,3.5,
A-2749807,2,36.210288,-86.733531,Nashville,Davidson,TN,30.9,,85,30.25,10,,
A-3679634,2,32.84483,-117.11931,San Diego,San Diego,CA,57,57,67,29.54,10,7,0
A-1495398,3,39.524372,-119.861908,Reno,Washoe,NV,53,53,50,25.58,10,0,0
A-3523096,3,33.93919,-117.1755,Moreno Valley,Riverside,CA,85,85,45,28.23,10,8,0
A-4141903,2,28.42118,-81.45352,Orlando,Orange,FL,84,,82,29.95,10,10.4,
A-3769391,2,45.83184,-95.22212,Osakis,Douglas,MN,-5,-22,72,28.34,10,9,0
A-3572443,2,33.597846,-117.67641,Laguna Hills,Orange,CA,73,73,33,29.96,10,8,0
A-228251,2,39.80619,-84.255623,Dayton,Montgomery,OH,64.9,,90,30.06,5,,
A-3755638,2,44.86378,-93.2464,Minneapolis,Hennepin,MN,34,27,75,29.13,9,9,0
A-3375821,2,30.168532,-97.784897,Austin,Travis,TX,73,73,64,29.46,10,5,0
A-2185657,2,30.423792,-90.995224,Baton Rouge,East Baton Rouge,LA,80.1,,39,30.01,10,12.7,
A-771146,3,32.749481,-97.289185,Fort Worth,Tarrant,TX,76,76,71,29.23,10,9,0
A-1009736,2,35.796806,-78.505875,Knightdale,Wake,NC,64,64,83,29.6,10,16,0
A-2901318,3,41.77425,-87.94671,Willowbrook,DuPage,IL,48.9,,50,29.93,10,12.7,
A-648496,2,37.87558,-122.18779,Orinda,Contra Costa,CA,76,76,19,29.93,10,5,0
A-531540,2,38.017414,-121.990456,Concord,Contra Costa,CA,39,39,89,30.23,10,0,0
A-3964578,3,26.80883,-80.09706,West Palm Beach,Palm Beach,FL,81,,79,29.99,10,9.2,
A-1169140,2,47.279121,-122.310547,Federal Way,King,WA,50,50,80,29.6,10,10,0
A-3768376,2,33.874702,-117.545544,Corona,Riverside,CA,63,63,78,29.49,10,8,0
A-3793517,2,38.550306,-121.473874,Sacramento,Sacramento,CA,57,57,67,29.99,10,0,0
A-3725123,2,37.74219,-121.525634,Tracy,San Joaquin,CA,42,42,79,30.04,6,0,0
A-3111495,2,38.665298,-77.273658,Woodbridge,Prince William,VA,67,67,42,29.95,10,13,0
A-3572393,2,33.872416,-118.214095,Compton,Los Angeles,CA,57,57,62,30.04,10,3,0
A-788970,3,38.734043,-104.74202,Fountain,El Paso,CO,75,75,34,24.32,10,6,0
A-4034709,2,34.12117,-117.83276,Glendora,Los Angeles,CA,64.4,,52,29.98,10,5.8,
A-3092144,2,25.561307,-80.357813,Miami,Miami-Dade,FL,61,61,63,30.07,10,12,0
A-2813994,4,38.30737,-81.5662,Charleston,Kanawha,WV,71.1,,90,30.04,10,,
A-1267761,2,35.144192,-80.928406,Charlotte,Mecklenburg,NC,74,74,91,29.09,10,5,0
A-1407218,2,34.757118,-82.472954,Piedmont,Anderson,SC,70,70,46,29.01,10,8,0
A-3910241,3,39.7873,-104.98934,Denver,Denver,CO,50,,37,29.63,50,3.5,
A-39508,3,38.637291,-121.40406,North Highlands,Sacramento,CA,57.2,,67,30.07,10,6.9,
A-2731865,2,45.18934,-93.5435,Rogers,Hennepin,MN,30.9,25.2,89,29.95,2.5,5.8,
A-3326629,2,34.197476,-118.953192,Newbury Park,Ventura,CA,43,43,58,30.13,10,3,0
A-1043051,3,37.380997,-121.903976,San Jose,Santa Clara,CA,75,75,36,29.93,10,3,0
A-689114,2,37.273739,-120.487839,Merced,Merced,CA,100,100,16,29.59,10,10,0
A-397418,3,37.8764,-122.046364,Alamo,Contra Costa,CA,50,,89,29.84,10,6.9,0.02
A-1011823,2,43.21769,-75.436188,Rome,Oneida,NY,21,15,85,29.72,10,5,0
A-1925413,2,39.266953,-76.614883,Baltimore,Baltimore City,MD,79,,88,30.13,,,
A-3660939,2,40.48836,-74.30214,South Amboy,Middlesex,NJ,59,59,62,30.03,10,0,0
A-260950,2,40.114956,-75.345627,Norristown,Montgomery,PA,71.6,,94,30.05,10,4.6,
A-688661,2,35.594662,-97.582802,Oklahoma City,Oklahoma,OK,73,73,81,28.47,10,17,0
A-2447364,3,43.603775,-73.730766,Warrensburg,Warren,NY,17.1,,71,30.27,10,,
A-989574,2,32.53371,-80.746696,Seabrook,Beaufort,SC,58,58,42,29.96,10,13,0
A-2809821,2,40.04902,-74.99763,Philadelphia,Philadelphia,PA,78.1,,84,30.09,10,4.6,0.31
A-493723,3,33.628227,-117.720184,Lake Forest,Orange,CA,75.9,,67,29.9,9,4.6,
A-2158992,2,38.152721,-85.694664,Louisville,Jefferson,KY,75.9,,76,29.7,10,9.2,
A-637262,3,39.183113,-94.593033,Kansas City,Clay,MO,80,80,56,29.07,10,15,0
A-961971,2,32.869053,-117.194023,San Diego,San Diego,CA,58,58,78,29.57,5,3,0
A-3632357,2,37.53468,-77.56138,North Chesterfield,Chesterfield,VA,55,55,27,29.51,10,17,0
A-1302647,3,39.23848,-82.074547,Athens,Athens,OH,74,74,74,29.27,10,10,0
A-3339718,2,39.797501,-84.235223,Dayton,Montgomery,OH,41,32,49,29.27,10,18,0
A-3402304,2,40.762249,-74.214373,East Orange,Essex,NJ,40,40,89,30.13,10,0,0
A-1660566,2,36.311859,-82.38662,Johnson City,Washington,TN,42.1,35.2,96,29.67,6,12.7,0.03
A-2327799,3,33.825771,-118.24556,Carson,Los Angeles,CA,37.4,33.8,52,30.14,10,4.6,
A-3254052,2,33.824348,-117.504019,Corona,Riverside,CA,55,55,89,29.36,10,3,0
A-1072762,3,42.480083,-71.115051,Woburn,Middlesex,MA,49,47,83,29.99,1,6,0
A-2860185,3,37.62854,-122.42807,San Bruno,San Mateo,CA,60.1,,78,29.92,10,8.1,
A-4024041,2,25.97249,-80.24694,Hollywood,Broward,FL,87.1,,69,30.15,10,3.5,
A-1911600,3,41.032425,-73.752663,West Harrison,Westchester,NY,71.1,,100,30.03,0.2,4.6,0
A-3195657,2,42.873748,-74.055672,Rotterdam Junction,Schenectady,NY,66,66,94,29.61,6,12,0
A-1539547,2,32.78653,-96.805237,Dallas,Dallas,TX,64,,70,30.06,10,17.3,0
A-2930690,2,38.50297,-90.33361,Saint Louis,St. Louis County,MO,80.1,,58,29.76,10,4.6,
A-2533030,2,43.81403,-91.75312,Rushford,Fillmore,MN,53.6,,94,30.04,10,3.5,
A-3221268,2,45.339623,-93.004718,Wyoming,Chisago,MN,27,20,97,28.87,10,7,0
A-3290873,2,37.604135,-77.502981,Richmond,Henrico,VA,39,39,82,29.83,10,3,0
A-2373938,3,30.196821,-81.739563,Jacksonville,Duval,FL,41,34.7,86,30.4,10,10.4,
A-126883,2,26.58272,-81.871964,Fort Myers,Lee,FL,73.9,,59,30.01,10,,
A-2250622,2,39.29985,-84.563065,Cincinnati,Hamilton,OH,35.1,29.3,67,29.81,10,6.9,
A-2604176,2,36.075436,-95.868561,Tulsa,Tulsa,OK,86,,32,30.02,10,13.8,
A-3478751,1,36.07193,-86.63623,Antioch,Davidson,TN,68,68,35,29.49,10,8,0
A-3461528,2,43.15369,-77.4949,Rochester,Monroe,NY,64,64,96,29.05,9,0,0
A-4148430,2,41.176321,-73.19559,Bridgeport,Fairfield,CT,80.1,,67,30.03,10,5.8,
A-3007869,2,34.249616,-84.093856,Cumming,Forsyth,GA,28,17,39,28.63,10,13,0
A-2148914,2,33.425518,-82.054344,Augusta,Richmond,GA,87.1,,57,30.03,10,,
A-3988931,4,33.234387,-86.805788,Alabaster,Shelby,AL,59,,67,29.99,10,,
A-2390047,2,26.562799,-81.943695,Cape Coral,Lee,FL,54,,66,30.27,9,11.5,
A-3810741,2,34.070211,-117.962052,Baldwin Park,Los Angeles,CA,64,64,60,29.79,10,0,0
A-1453129,2,38.24707,-122.627792,Petaluma,Sonoma,CA,55,55,100,29.94,10,0,0
A-2960474,2,44.0757,-122.779457,Springfield,Lane,OR,52,52,86,29.31,10,10,0.05
A-493341,2,37.743958,-122.405594,San Francisco,San Francisco,CA,73,,53,30,10,20.7,
A-1884813,2,35.03492,-120.482399,Nipomo,San Luis Obispo,CA,55.9,,93,29.93,6,,
A-661107,2,41.46365,-81.14225,Burton,Geauga,OH,45,45,100,29.12,7,3,0
A-138131,2,27.202841,-82.045799,Arcadia,DeSoto,FL,75,,96,30.06,10,,
A-500696,2,41.205349,-96.138802,Omaha,Douglas,NE,83.5,,67,30.18,10,4.6,
A-3536704,2,29.96966,-90.13992,Metairie,Jefferson,LA,78,78,96,29.55,10,16,0
A-3516704,1,36.04538,-86.71325,Nashville,Davidson,TN,86,86,55,29.21,10,12,0
A-1898475,2,39.887016,-105.071922,Broomfield,Jefferson,CO,62.6,,45,29.98,30,,
A-1746181,2,37.550026,-77.477097,Richmond,Richmond City,VA,55,,53,30.26,10,12.7,
A-3913279,4,39.655788,-76.655084,Parkton,Baltimore County,MD,,,,30.34,4,8.1,
A-640123,2,34.569351,-82.54895,Belton,Anderson,SC,67,67,93,29.02,10,3,0
A-1418422,2,37.554089,-77.472061,Richmond,Richmond City,VA,75,75,43,29.82,10,12,0
A-2228329,2,34.050591,-117.943855,La Puente,Los Angeles,CA,53.6,,100,30.05,,6.9,
A-285990,2,30.366781,-97.684883,Austin,Travis,TX,77,,90,30.01,7,,
A-2783968,3,40.252593,-74.777101,Ewing,Mercer,NJ,62.1,,86,30.04,6,4.6,
A-1326046,2,35.14463,-80.742188,Charlotte,Mecklenburg,NC,86,86,65,29.18,10,6,0
A-990559,3,41.474632,-73.649368,Carmel,Putnam,NY,23,13,63,29.47,10,9,0
A-3408025,2,35.684323,-78.840824,Holly Springs,Wake,NC,37,34,71,29.95,10,5,0
A-1021532,2,37.74559,-122.4048,San Francisco,San Francisco,CA,50,50,68,30.07,10,8,0
A-1566013,2,37.602554,-77.423553,Richmond,Henrico,VA,42.1,40.2,82,30.09,8,3.5,
A-103848,2,33.977139,-118.386528,Los Angeles,Los Angeles,CA,66.9,,68,29.98,10,18.4,
A-481457,3,40.234447,-77.127617,Carlisle,Cumberland,PA,73.9,,64,30,10,3.5,
A-697943,2,44.14674,-92.219498,Plainview,Wabasha,MN,70,70,75,28.74,10,9,0
A-1550983,3,34.294662,-86.911728,Falkville,Cullman,AL,52,52,77,29.53,10,5,0
A-1257703,3,41.288391,-72.62291,Madison,New Haven,CT,77,77,94,29.41,9,5,0
A-3530961,2,34.031896,-118.417066,Los Angeles,Los Angeles,CA,66,66,68,29.65,10,5,0
A-386783,2,29.35951,-98.405807,San Antonio,Bexar,TX,73,,16,29.83,10,10.4,
A-922417,3,29.53204,-98.390579,San Antonio,Bexar,TX,59,59,45,29.25,10,13,0
A-4187134,3,29.68089,-95.37319,Houston,Harris,TX,84,84,69,29.73,10,18,0
A-403581,2,33.969074,-118.053627,Whittier,Los Angeles,CA,64.4,,42,30.02,10,5.8,
A-1521516,3,29.733391,-95.266129,Houston,Harris,TX,72,,87,29.8,10,16.1,
A-836149,2,35.522072,-97.565697,Oklahoma City,Oklahoma,OK,50,50,96,28.84,3,14,0
A-2999200,2,33.691517,-117.338136,Lake Elsinore,Riverside,CA,,,,,,,
A-4108339,2,39.03699,-94.68329,Shawnee,Johnson,KS,,,,,,,
A-1302395,3,40.999489,-74.306625,Bloomingdale,Passaic,NJ,82,82,52,29.93,10,5,0
A-3988776,4,40.47025,-79.90861,Pittsburgh,Allegheny,PA,42.1,38.4,96,29.68,2.5,5.8,0.01
A-181596,2,43.089573,-85.907036,Coopersville,Ottawa,MI,23,14.7,88,30.12,10,6.9,
A-3235305,2,37.125281,-113.531073,Saint George,Washington,UT,62,62,32,26.94,10,3,0
A-1560588,2,45.315315,-122.945869,Newberg,Yamhill,OR,39.9,37.8,89,29.76,5,3.5,
A-258284,3,39.484238,-76.251534,Bel Air,Harford,MD,87.8,,58,29.81,7,5.8,
A-169818,2,41.97179,-87.959213,Bensenville,DuPage,IL,33.1,30,100,29.99,2,3.5,
A-2304732,2,42.965839,-85.678818,Grand Rapids,Kent,MI,18,6.9,84,30.27,1,9.2,0.02
A-154059,2,34.136532,-81.48127,Prosperity,Newberry,SC,60.8,,72,30.08,10,,
A-772176,2,34.893478,-82.400162,Greenville,Greenville,SC,70,70,55,29.14,10,5,0
A-843348,2,42.85088,-85.540665,Caledonia,Kent,MI,32,32,85,29.2,8,0,0
A-3896423,2,45.059363,-123.653904,Grand Ronde,Polk,OR,51.1,,61,29.93,10,5.8,
A-2899153,4,29.78265,-95.45609,Houston,Harris,TX,80.6,,61,29.57,9,15,
A-2886548,4,42.1245,-88.43771,Huntley,Kane,IL,39.9,31.4,49,30.39,10,16.1,
A-3411737,2,40.4998,-74.301427,South Amboy,Middlesex,NJ,47,43,78,29.46,10,8,0
A-1333148,3,48.745018,-122.46627,Bellingham,Whatcom,WA,64,64,67,29.74,10,6,0
A-1680772,3,36.123215,-86.80674,Nashville,Davidson,TN,45,40.1,56,30.13,10,9.2,
A-3075877,2,33.554662,-117.725219,Aliso Viejo,Orange,CA,66,66,52,30.01,10,7,0
A-3865941,2,41.41393,-87.32135,Crown Point,Lake,IN,76,76,50,29.57,10,0,0
A-1288449,2,36.34663,-82.333618,Johnson City,Washington,TN,79,79,38,28.46,10,7,0
A-321985,2,28.57807,-81.445274,Orlando,Orange,FL,72,,87,29.95,10,13.8,
A-2369068,3,42.80991,-76.122391,Tully,Onondaga,NY,8.6,,79,30.37,7,,
A-2311258,2,39.740143,-104.884644,Denver,Adams,CO,15.8,6.1,100,30.15,3,6.9,
A-3225133,2,35.235868,-80.855437,Charlotte,Mecklenburg,NC,68,68,81,29.36,10,6,0
A-3019580,2,48.082645,-114.028773,Bigfork,Flathead,MT,43,43,80,26.79,10,3,0
A-236041,2,40.044628,-76.288155,Lancaster,Lancaster,PA,36,,79,30.34,8,,0
A-1568482,2,40.977371,-76.886703,Lewisburg,Union,PA,61,,54,29.98,10,10.4,
A-303783,2,30.373568,-97.691101,Austin,Travis,TX,97,,41,29.89,10,9.2,
A-2175889,3,28.950706,-80.950356,Edgewater,Volusia,FL,68,,88,29.91,10,4.6,
A-2719485,3,37.31649,-121.9673,San Jose,Santa Clara,CA,54,,72,29.81,10,5.8,
A-1825121,3,33.821899,-84.359077,Atlanta,Fulton,GA,68,,96,30.13,5,5.8,
A-1850137,2,34.46888,-82.68,Anderson,Anderson,SC,50,,89,29.7,4,8.1,0
A-2801419,2,35.16282,-80.8887,Charlotte,Mecklenburg,NC,75.9,,74,30.04,10,4.6,
A-1994045,2,33.751411,-84.390968,Atlanta,Fulton,GA,84,,69,30.19,10,5.8,
A-3340744,2,34.082132,-79.568148,Pamplico,Florence,SC,76,76,43,30.16,10,7,0
A-2322783,3,36.184525,-86.797997,Nashville,Davidson,TN,35.1,30.1,89,30.35,6,5.8,
A-3294804,4,41.500414,-85.833638,New Paris,Elkhart,IN,66,66,78,29.13,10,0,0
A-1546225,2,35.459599,-97.618958,Oklahoma City,Oklahoma,OK,46.9,,80,30.19,10,8.1,
A-1422044,2,29.862169,-95.412491,Houston,Harris,TX,88,88,63,29.8,10,15,0
A-2088433,2,36.970264,-121.964905,Capitola,Santa Cruz,CA,57,,83,29.97,7,5.8,
A-779704,2,34.830784,-82.297203,Greenville,Greenville,SC,53,53,89,28.89,4,16,0
A-4231283,2,40.706023,-112.02489,West Valley City,Salt Lake,UT,97,97,13,25.71,10,5,0
A-2012759,2,37.55381,-122.298004,San Mateo,San Mateo,CA,62.6,,77,30.03,10,4.6,
A-2562708,2,29.606741,-95.205505,Houston,Harris,TX,73.9,,87,30.04,6,8.1,0.11
A-599069,2,33.051552,-79.85836,Huger,Berkeley,SC,77,77,100,30.03,0.5,0,0
A-1389197,3,35.219238,-80.846565,Charlotte,Mecklenburg,NC,68,68,65,29.21,10,10,0
A-3574544,1,35.27488,-80.82447,Charlotte,Mecklenburg,NC,52,52,93,29.33,7,0,0
A-674069,3,42.874264,-78.85849,Buffalo,Erie,NY,74,74,87,28.94,4,14,0.1
A-2347586,2,30.217304,-92.019051,Lafayette,Lafayette,LA,33.1,23,40,30.43,10,15,
A-1161611,2,45.695019,-121.880798,Stevenson,Skamania,WA,39,39,82,30.13,10,0,0
A-1112372,2,40.561878,-111.977066,South Jordan,Salt Lake,UT,,,,,,,
A-3770967,2,40.71108,-111.90385,Salt Lake City,Salt Lake,UT,32,26,82,25.96,10,7,0
A-3300303,2,35.081109,-85.069218,Ooltewah,Hamilton,TN,39,33,50,29.41,10,8,0
A-1019372,2,29.7449,-95.394859,Houston,Harris,TX,70,70,68,29.88,10,10,0
A-1961723,2,47.526699,-122.264915,Seattle,King,WA,78.1,,42,29.99,3,8.1,
A-2690757,3,29.474148,-98.516556,San Antonio,Bexar,TX,78.1,,84,30.02,10,8.1,
A-326132,2,40.726357,-73.756973,Queens Village,Queens,NY,41,31.4,57,29.67,10,21.9,
A-1521497,3,32.558926,-93.653778,Bossier City,Bossier,LA,57.9,,90,29.82,2.5,12.7,0.02
A-323819,3,41.162041,-96.138779,Omaha,Sarpy,NE,16.7,7.2,77,30.19,2.5,6.9,0.01
A-1156480,3,41.318146,-72.903473,New Haven,New Haven,CT,37,32,30,30.01,10,7,0
A-3635581,3,33.66555,-84.34567,Conley,DeKalb,GA,69,69,87,28.7,2,15,0
A-4205159,2,40.833468,-111.91573,North Salt Lake,Davis,UT,69,69,30,25.61,10,8,0
A-1602673,2,35.311424,-80.747482,Charlotte,Mecklenburg,NC,51.8,,100,30.14,5,5.8,
A-938414,3,33.916908,-118.370239,Hawthorne,Los Angeles,CA,63,63,28,30.07,10,0,0
A-739610,3,32.642277,-96.823364,Dallas,Dallas,TX,95,95,28,29.24,10,5,0
A-3360630,2,25.761064,-80.415162,Miami,Miami-Dade,FL,75,75,57,30.15,10,15,0
A-1021549,2,38.155159,-121.676453,Isleton,Sacramento,CA,37,37,88,30.1,7,3,0
A-558480,3,36.760712,-76.271393,Chesapeake,Chesapeake,VA,60,60,64,30.03,10,10,0
A-3225147,2,28.388226,-81.404655,Orlando,Orange,FL,74,74,57,29.98,10,17,0
A-2035764,2,33.020241,-80.354866,Ridgeville,Dorchester,SC,80.6,,79,30.06,10,3.5,
A-2326131,2,25.682405,-80.314835,Miami,Miami-Dade,FL,75.9,,82,30.32,10,10.4,0.01
A-707826,3,34.201851,-83.892845,Flowery Branch,Hall,GA,74,74,87,28.72,10,7,0
A-1725593,3,40.694511,-73.812149,South Richmond Hill,Queens,NY,30.9,27.5,100,30.32,10,3.5,
A-157595,3,33.506004,-84.230499,Stockbridge,Henry,GA,91.9,,30,30.1,10,4.6,
A-1650132,2,39.796841,-114.742157,Ely,White Pine,NV,24.1,17,81,30.16,10,5.8,
A-1173179,2,34.048279,-117.12574,Redlands,San Bernardino,CA,82,82,28,28.58,10,8,0
A-2484615,3,42.889896,-78.889496,Buffalo,Erie,NY,39,36.8,62,30.37,10,3.5,0
A-1521553,2,37.850338,-115.018929,Hiko,Lincoln,NV,42,32,60,26.72,10,26,0
A-1895420,2,41.974949,-88.20697,Bartlett,DuPage,IL,73,,71,29.99,10,11.5,
A-180647,3,42.973518,-85.639778,Grand Rapids,Kent,MI,3.9,-6.9,91,30.38,9,5.8,
A-1763741,2,30.184441,-92.075005,Lafayette,Lafayette,LA,54,,43,30.25,10,6.9,
A-1132499,2,39.143291,-104.292068,Calhan,Elbert,CO,44,44,46,23.31,10,3,0
A-2184290,3,39.98222,-75.1008,Philadelphia,Philadelphia,PA,50,,61,30.12,9,3.5,
A-65793,2,32.791729,-117.158913,San Diego,San Diego,CA,79,,11,29.88,10,,
A-531184,2,32.764671,-96.895638,Dallas,Dallas,TX,37,30,76,29.45,9,9,0
A-3847977,2,31.78016,-106.39631,El Paso,El Paso,TX,72,72,83,26,10,6,
A-981305,2,25.59549,-80.374672,Miami,Miami-Dade,FL,75,75,90,30.08,10,5,0
A-632994,2,40.11895,-74.752312,Bordentown,Burlington,NJ,71,71,49,29.51,10,15,0
A-1875018,2,48.857826,-122.586815,Ferndale,Whatcom,WA,59,,90,30.05,8,,0.06
A-2420395,3,41.205257,-96.094177,Omaha,Douglas,NE,32.4,25.3,74,30.01,10,8.1,
A-869081,3,32.864769,-96.543327,Garland,Dallas,TX,86,86,43,29.17,10,13,0
A-2831822,2,33.720268,-117.972087,Westminster,Orange,CA,59.4,,87,29.99,10,3.5,0
A-1070762,3,36.876526,-76.199127,Norfolk,Norfolk,VA,59,59,90,30.01,2,10,0
