ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-737471,2,37.349075,-121.908241,San Jose,Santa Clara,CA,76,76,54,29.81,7,3,0
A-2669821,2,35.017403,-81.042587,Rock Hill,York,SC,69.1,,96,30.15,9,5.8,
A-2003201,2,37.119289,-121.626114,Morgan Hill,Santa Clara,CA,55.4,,82,29.94,10,3.5,
A-12269,2,37.28532,-121.809517,San Jose,Santa Clara,CA,41,38,93,29.82,10,4.6,
A-4072443,4,40.335331,-74.928711,Lambertville,Mercer,NJ,46,41,35,30.67,10,10.4,
A-3870262,2,39.578396,-110.785786,Price,Carbon,UT,77,77,36,24.34,10,13,0.01
A-4161337,4,26.63858,-81.87273,Fort Myers,Lee,FL,78.1,,100,29.91,10,3.5,
A-2375404,3,41.900463,-71.357681,Attleboro,Bristol,MA,,,,30.11,5,4.6,0
A-1831279,3,34.034592,-84.561745,Kennesaw,Cobb,GA,70,,44,29.5,10,4.6,
A-1273413,3,40.897343,-74.634285,Ledgewood,Morris,NJ,73,73,71,29.63,10,5,0
A-998150,2,29.496571,-98.388123,San Antonio,Bexar,TX,53,53,50,29.19,10,7,0
A-1855496,2,32.792965,-96.733528,Dallas,Dallas,TX,64,,80,30.06,10,,
A-2572838,3,35.252911,-80.654106,Charlotte,Mecklenburg,NC,41,,87,29.96,10,,
A-1300379,3,38.868851,-76.844498,Upper Marlboro,Prince George's,MD,,,,,,,0
A-201747,3,40.734314,-73.922318,Maspeth,Queens,NY,41,32.2,62,29.65,10,18.4,
A-3717352,2,38.015081,-122.245177,Rodeo,Contra Costa,CA,40,40,89,30.12,10,0,0
A-184380,2,42.9743,-83.679016,Burton,Genesee,MI,64.9,,75,30,10,5.8,
A-2588953,2,38.500584,-121.431229,Sacramento,Sacramento,CA,82.9,,47,29.81,5,16.1,
A-3101748,2,34.398598,-82.246621,Ware Shoals,Greenwood,SC,48,46,100,29.61,9,5,0
A-3309996,2,28.16226,-81.440046,Kissimmee,Osceola,FL,77,77,69,29.98,10,3,0
A-1632938,2,34.873806,-82.225143,Greer,Greenville,SC,33.1,24.4,50,30.15,10,11.5,
A-1724888,3,34.081608,-118.223557,Los Angeles,Los Angeles,CA,42.1,,51,30.33,1.5,,
A-886857,2,35.091099,-82.038902,Inman,Spartanburg,SC,36,36,75,29.71,10,0,0
A-672898,2,35.908039,-78.728348,Raleigh,Wake,NC,80,80,79,29.57,10,5,0
A-2785945,2,35.19339,-80.725815,Charlotte,Mecklenburg,NC,62.1,,46,30.37,10,12.7,
A-1984989,3,41.591831,-93.808975,West des Moines,Dallas,IA,82,,58,29.85,10,13.8,
A-2155038,3,34.98671,-85.201805,Chattanooga,Hamilton,TN,73,,90,29.91,1.5,8.1,0.29
A-4085786,3,25.934017,-80.215002,Miami,Miami-Dade,FL,75.9,,74,30.32,10,12.7,
A-2674420,2,43.141075,-76.177124,Liverpool,Onondaga,NY,73.9,,66,30.06,10,10.4,
A-1408987,2,38.9529,-77.027573,Washington,District Of Columbia,DC,53,53,91,29.91,10,0,0
A-2909910,2,33.50937,-111.895919,Scottsdale,Maricopa,AZ,97,,8,29.79,10,6.9,
A-1685066,2,29.70561,-95.245758,Houston,Harris,TX,43,37.7,65,30.44,10,9.2,
A-2597570,3,47.642124,-122.322556,Seattle,King,WA,70,,76,29.87,10,,
A-925896,2,35.767471,-78.465256,Knightdale,Wake,NC,36,31,100,29.8,4,6,0.04
A-3770550,2,43.05904,-83.67537,Flint,Genesee,MI,23,12,68,29.33,10,10,0
A-117675,2,27.894609,-82.772278,Largo,Pinellas,FL,73,,84,30.14,5,6.9,
A-1180851,2,44.932831,-93.349869,Minneapolis,Hennepin,MN,80,80,56,28.74,10,7,0
A-1415154,3,37.562927,-122.038002,Newark,Alameda,CA,54,54,88,29.8,10,5,
A-2887676,3,42.42868,-87.904304,Wadsworth,Lake,IL,42.1,38.4,89,29.92,10,5.8,
A-1636517,2,33.877708,-117.659233,Corona,Riverside,CA,,,,,0.8,,
A-2401698,3,26.084585,-80.168739,Fort Lauderdale,Broward,FL,80.1,,71,30.02,10,13.8,
A-2821326,2,40.736736,-73.929369,Long Island City,Queens,NY,46.9,,63,30.23,10,5.8,
A-2260899,3,44.862679,-93.424995,Eden Prairie,Hennepin,MN,28,20.8,85,30.06,1.5,6.9,0
A-2722476,2,34.07436,-118.21952,Los Angeles,Los Angeles,CA,63,,52,29.95,10,5.8,
A-1612067,2,29.852882,-95.283058,Houston,Harris,TX,57.9,,100,30.19,0.8,9.2,0
A-2657497,2,40.074039,-75.158134,Philadelphia,Philadelphia,PA,64.4,,100,30.14,1.2,,
A-1365377,2,47.967312,-122.102203,Lake Stevens,Snohomish,WA,63,63,50,30,10,17,0
A-201002,3,41.527344,-73.916061,Fishkill,Dutchess,NY,41,38,70,30.02,10,4.6,
A-2046055,2,40.191345,-75.45826,Collegeville,Montgomery,PA,55,,86,29.78,8,,
A-2086058,3,33.780064,-117.877647,Orange,Orange,CA,63,,75,29.95,10,4.6,
A-2249785,3,37.987385,-121.344368,Stockton,San Joaquin,CA,51.1,,83,30.01,3,12.7,0.01
A-990602,2,41.445805,-74.367317,Middletown,Orange,NY,22,12,92,29.4,1,9,0.01
A-1709487,2,40.010738,-82.901924,Columbus,Franklin,OH,48,,42,29.96,10,5.8,
A-1376623,2,40.58469,-73.92942,Brooklyn,Kings,NY,84,84,43,29.85,10,7,0
A-375907,2,42.529579,-72.806328,Ashfield,Franklin,MA,37.9,32.7,83,30.09,10,6.9,
A-910626,2,40.696629,-111.95208,West Valley City,Salt Lake,UT,38,34,93,25.76,10,5,0
A-2341619,2,30.300434,-97.712837,Austin,Travis,TX,62.1,,96,30.07,0.5,4.6,
A-2349714,2,34.369419,-80.131432,Hartsville,Darlington,SC,33.8,30.8,41,29.88,10,3.5,
A-1964985,2,40.704388,-73.589912,Uniondale,Nassau,NY,75.9,,62,29.76,10,3.5,
A-1873649,2,28.221085,-81.316872,Saint Cloud,Osceola,FL,75.9,,94,30.01,10,4.6,0
A-2472849,2,40.715809,-73.807808,Jamaica,Queens,NY,64,,87,29.9,10,5.8,
A-1337283,2,29.731995,-95.458649,Houston,Harris,TX,83,83,72,29.92,10,3,0
A-1657557,3,41.099033,-81.587662,Akron,Summit,OH,41,33.9,76,29.94,7,12.7,0.01
A-202919,2,41.388596,-72.123466,Quaker Hill,New London,CT,43,41.3,58,30.46,10,3.5,
A-3295252,2,43.171838,-115.737415,Mountain Home,Elmore,ID,28,23,,26.93,10,5,0
A-2754796,2,25.70688,-80.31772,Miami,Miami-Dade,FL,78.1,,64,30.11,10,4.6,
A-2457003,2,38.329811,-77.415764,Fredericksburg,Stafford,VA,23.9,16.8,38,30.59,10,5.8,
A-536900,2,34.23917,-80.766037,Lugoff,Kershaw,SC,39,39,93,29.87,10,0,0
A-3510091,3,30.6438,-87.69841,Loxley,Baldwin,AL,81,81,79,29.89,10,8,0
A-669222,3,36.339764,-84.229851,Caryville,Campbell,TN,52,52,74,29.02,10,0,0
A-4138171,2,39.39707,-74.51485,Pleasantville,Atlantic,NJ,54,,64,30.14,10,,
A-3616337,2,40.72723,-74.22496,Irvington,Essex,NJ,55,55,55,29.66,10,23,0
A-898213,2,32.824402,-96.752869,Dallas,Dallas,TX,75,75,76,29.54,10,15,0
A-1220787,2,25.78215,-80.225433,Miami,Miami-Dade,FL,81,81,79,29.91,10,6,0
A-4063747,2,25.81152,-80.20264,Miami,Miami-Dade,FL,61,,78,30.06,10,4.6,
A-1128666,3,39.341702,-119.860252,Reno,Washoe,NV,51,51,38,25.63,10,3,0
A-3162784,2,32.796737,-96.790664,Dallas,Dallas,TX,65,65,90,29.76,7,7,0
A-2038214,3,45.066902,-93.447876,Osseo,Hennepin,MN,64,,100,29.62,4,,
A-3678908,2,45.6942,-121.44447,Hood River,Hood River,OR,40,40,89,30.2,7,0,0
A-2743589,2,44.88977,-93.35351,Minneapolis,Hennepin,MN,71.1,,61,29.94,10,16.1,
A-4005587,4,41.9272,-87.96163,Elmhurst,DuPage,IL,55,,53,30.38,10,,
A-1453309,2,42.549725,-79.101349,Irving,Chautauqua,NY,46,39,79,29.38,10,17,0
A-3754664,2,37.788203,-122.198985,Oakland,Alameda,CA,47,47,77,30.09,10,3,0
A-2750474,2,29.9921,-90.11665,New Orleans,Orleans,LA,60.1,,100,29.85,4,9.2,
A-2999266,2,33.46207,-112.258633,Tolleson,Maricopa,AZ,84,84,18,28.86,10,0,0
A-1709395,3,40.249535,-76.876068,Harrisburg,Dauphin,PA,44.1,40.1,49,30.07,10,6.9,
A-24318,2,36.808475,-121.671997,Salinas,Monterey,CA,61,,81,30.02,10,9.2,
A-1197753,2,39.738361,-75.69989,Wilmington,New Castle,DE,78,78,52,29.96,10,9,0
A-3754885,2,34.592278,-117.258756,Victorville,San Bernardino,CA,,,,26.97,10,8,0
A-802570,3,32.480953,-93.754997,Shreveport,Caddo,LA,90,90,57,29.37,10,10,0
A-3462368,2,26.97627,-82.02174,Punta Gorda,Charlotte,FL,76,76,100,29.98,4,6,0.36
A-186696,3,42.554409,-82.872566,Clinton Township,Macomb,MI,80.6,,49,30.04,10,12.7,
A-572466,2,43.154999,-77.615692,Rochester,Monroe,NY,43,39,62,29.58,10,6,0
A-1572399,3,30.02767,-89.939423,New Orleans,Orleans,LA,71.1,,90,30.04,8,12.7,
A-216081,3,41.411137,-71.855881,Pawcatuck,New London,CT,,,,,,,
A-1980873,3,33.992386,-117.355431,Riverside,Riverside,CA,68,,76,29.94,9,,
A-1764141,3,34.661751,-86.78698,Huntsville,Madison,AL,34,26.6,85,30.16,10,9.2,
A-634058,2,33.519882,-86.817009,Birmingham,Jefferson,AL,58,58,87,29.42,10,0,0
A-1907800,2,30.449417,-89.099312,Gulfport,Harrison,MS,75.9,,94,29.96,10,6.9,0.38
A-865441,2,32.791203,-96.737915,Dallas,Dallas,TX,83,83,47,29.35,10,17,0
A-993382,3,29.685415,-95.341942,Houston,Harris,TX,45,41,58,30.23,10,7,0
A-304508,2,29.465597,-98.463989,San Antonio,Bexar,TX,91,,50,30.1,10,10.4,
A-17211,3,37.987411,-121.344376,Stockton,San Joaquin,CA,46,43.1,79,30.07,10,5.8,
A-3311332,2,34.293748,-118.470693,Granada Hills,Los Angeles,CA,59,59,46,29.17,10,0,0
A-1603056,2,34.134666,-80.963638,Columbia,Richland,SC,45,,93,30.15,1.2,,
A-659372,2,39.607189,-119.222961,Fernley,Lyon,NV,56,56,27,25.57,10,0,0
A-2622932,2,47.604656,-122.33625,Seattle,King,WA,57,,77,29.75,10,6.9,
A-2429472,2,35.723892,-78.642357,Garner,Wake,NC,32,22.5,31,30.02,10,12.7,
A-3810275,2,40.7498,-111.6057,Park City,Summit,UT,,,,,,,
A-2819597,3,33.66832,-112.19671,Glendale,Maricopa,AZ,95,,30,29.94,10,,
A-3883025,2,42.168573,-120.34746,Lakeview,Lake,OR,54,54,62,25.21,10,12,0
A-1427438,3,32.872253,-80.011688,North Charleston,Charleston,SC,88,88,57,30.07,10,6,0
A-1141586,2,38.81715,-76.752281,Upper Marlboro,Prince George's,MD,51,51,77,29.56,10,13,0.02
A-3032471,2,33.992147,-81.183358,Lexington,Lexington,SC,56,56,80,29.79,10,0,0
A-1472364,3,44.859272,-93.328499,Minneapolis,Hennepin,MN,51,51,44,28.93,10,17,0
A-835571,2,39.797699,-84.207062,Dayton,Montgomery,OH,46,42,61,29.2,10,7,0
A-2406544,2,40.422287,-74.527519,Kendall Park,Middlesex,NJ,48.9,,52,30.21,10,,
A-965464,2,41.876881,-88.235161,West Chicago,DuPage,IL,25,15,53,29.73,10,10,0
A-2742757,2,41.62282,-93.57585,Des Moines,Polk,IA,,,,,,,
A-943969,2,36.060863,-95.900452,Tulsa,Tulsa,OK,44,40,58,29.39,10,8,0
A-1460230,2,39.22493,-84.451492,Cincinnati,Hamilton,OH,49,49,97,29.29,10,0,0
A-3966398,3,32.77632,-96.6241,Mesquite,Dallas,TX,37.4,32.8,93,30.16,10,5.8,
A-89937,3,33.746529,-118.292191,San Pedro,Los Angeles,CA,64.4,,94,29.89,10,5.8,
A-428716,2,30.308044,-97.952499,Austin,Travis,TX,51.1,,65,30.08,10,13.8,
A-1658488,2,41.099602,-96.253418,Gretna,Sarpy,NE,16.3,,86,30,10,,
A-2910660,2,37.17026,-121.9898,Los Gatos,Santa Cruz,CA,55,,86,29.84,8,9.2,
A-2825023,3,39.85568,-75.07522,Runnemede,Camden,NJ,75,,64,29.5,10,,
A-1678037,2,47.758297,-122.163971,Woodinville,King,WA,44.1,,85,29.88,10,,
A-665197,3,26.12631,-80.364021,Fort Lauderdale,Broward,FL,86,86,74,30.05,10,17,0
A-1886446,2,30.676006,-88.225494,Mobile,Mobile,AL,81,,82,30,10,3.5,
A-3960413,2,40.765334,-74.204805,East Orange,Essex,NJ,61,,42,30,10,13.8,
A-3619885,1,32.25062,-110.8754,Tucson,Pima,AZ,79,79,11,27.05,10,15,0
A-3086820,2,28.598714,-81.415453,Orlando,Orange,FL,83,83,56,29.92,10,9,0
A-3217757,2,39.963594,-75.82209,Coatesville,Chester,PA,41,37,76,29.38,10,6,0
A-1063975,2,35.144691,-80.960793,Charlotte,Mecklenburg,NC,67,67,30,29.09,10,9,0
A-1258979,2,42.67741,-73.598579,Averill Park,Rensselaer,NY,77,77,34,29.71,10,5,0
A-1067700,2,32.866268,-96.700401,Dallas,Dallas,TX,76,76,27,29.21,10,12,0
A-3377856,2,34.037092,-118.088167,Montebello,Los Angeles,CA,70,70,65,29.92,9,3,0
A-1845526,3,37.563477,-122.038589,Fremont,Alameda,CA,70,,53,30.06,10,9.2,
A-2045627,3,37.620701,-122.425949,San Bruno,San Mateo,CA,63,,56,29.91,10,24.2,
A-3970153,2,44.590277,-123.06177,Albany,Linn,OR,48,,86,29.58,6,26.5,0.19
A-1302101,2,34.121052,-117.828751,Glendora,Los Angeles,CA,64,,94,28.91,6,,
A-4136410,2,39.46637,-76.66134,Cockeysville,Baltimore County,MD,63,,97,30.25,,,
A-1183827,3,32.525845,-93.696564,Bossier City,Bossier,LA,73,73,93,29.75,10,5,0
A-1293226,3,27.901615,-82.636971,Saint Petersburg,Pinellas,FL,74,74,97,30.07,10,0,0
A-2196044,2,41.906288,-71.042336,Raynham,Bristol,MA,35.1,28.6,78,29.67,10,8.1,
A-757088,2,40.805134,-73.266266,Brentwood,Suffolk,NY,73,73,76,29.78,10,9,0
A-2740102,2,33.03406,-96.82946,Plano,Collin,TX,77,,94,29.96,13,9.2,
A-1271118,2,39.919781,-77.456993,Fayetteville,Adams,PA,,,,,,,
A-1396618,2,33.652271,-80.40744,Pinewood,Clarendon,SC,61,61,90,29.87,10,0,0
A-2208630,2,41.121376,-74.007706,New City,Rockland,NY,51.1,,68,30.41,10,3.5,
A-3689642,2,34.026915,-118.392478,Culver City,Los Angeles,CA,57,57,62,29.85,7,3,0
A-3750636,2,33.858344,-118.096283,Cerritos,Los Angeles,CA,53,53,86,29.72,10,0,0
A-506759,2,39.749283,-75.552963,Wilmington,New Castle,DE,87.1,,61,30.07,10,,
A-1564079,3,39.013416,-77.04203,Silver Spring,Montgomery,MD,27.5,21.1,69,30.36,10,5.8,
A-675148,2,30.703819,-88.125717,Mobile,Mobile,AL,79,79,90,29.75,10,7,0
A-3874457,2,32.725728,-117.103194,San Diego,San Diego,CA,80,80,67,29.93,10,10,0
A-4037882,2,40.81622,-73.79818,Bronx,Bronx,NY,75.9,,40,30.22,10,13.8,
A-3979608,2,41.25622,-96.07637,Omaha,Douglas,NE,52.7,,95,29.9,10,,
A-859454,2,40.700478,-73.990211,Brooklyn,Kings,NY,50,50,23,29.82,10,7,0
A-506446,3,40.449806,-80.111031,Pittsburgh,Allegheny,PA,73.9,,93,30.05,9,8.1,
A-2151466,2,33.761055,-78.960953,Myrtle Beach,Horry,SC,81,,72,30.07,10,12.7,
A-2223118,3,33.931828,-118.101341,Norwalk,Los Angeles,CA,55.9,,49,30.23,10,3.5,
A-1799364,2,40.569965,-89.644699,Pekin,Tazewell,IL,68,,93,29.93,10,9.2,
A-955309,2,30.29483,-81.609734,Jacksonville,Duval,FL,76,76,58,30.03,6,5,0
A-2823888,4,39.59624,-74.39026,Tuckerton,Burlington,NJ,66,,54,29.9,10,11.5,
A-2635010,3,29.592962,-98.290161,Schertz,Guadalupe,TX,73.2,,100,29.85,6,5.8,
A-297025,2,32.896904,-96.809784,Dallas,Dallas,TX,88,,61,30.01,10,5.8,
A-3885474,2,45.51557,-122.79831,Portland,Washington,OR,37,28.9,31,30.26,10,12.7,
A-2815583,2,32.82789,-111.85518,Casa Grande,Pinal,AZ,62.1,,31,30.06,10,4.6,
A-1689964,3,47.163181,-122.29567,Puyallup,Pierce,WA,21.2,,100,30.11,10,,
A-125316,2,28.551868,-81.504883,Orlando,Orange,FL,75,,73,30.11,10,6.9,
A-913455,2,41.212109,-96.157997,Omaha,Douglas,NE,35,35,94,28.77,3,0,0
A-1869600,2,47.668514,-122.284821,Seattle,King,WA,75.9,,32,29.94,10,6.9,
A-2202051,2,35.310066,-80.839142,Charlotte,Mecklenburg,NC,59,,34,30.3,10,,
A-2981233,2,38.99463,-76.881605,Greenbelt,Prince George's,MD,56,56,62,30.22,10,7,0
A-3313684,2,41.695029,-91.724065,Oxford,Johnson,IA,38,33,100,28.98,2,6,0
A-2299126,3,41.044624,-73.558411,Stamford,Fairfield,CT,26.1,16.8,60,30.42,10,9.2,
A-242116,2,38.997917,-77.530426,Ashburn,Loudoun,VA,59,,38,29.85,10,5.8,
A-579257,3,32.753407,-97.690804,Weatherford,Parker,TX,66,66,85,29.14,10,13,0
A-545581,2,28.080851,-82.416534,Tampa,Hillsborough,FL,43,43,93,30.23,10,0,0
A-2976412,2,35.20229,-80.816392,Charlotte,Mecklenburg,NC,36,28,89,29.36,6,12,0
A-2388342,2,35.468597,-97.524185,Oklahoma City,Oklahoma,OK,57.9,,23,30.37,10,12.7,
A-1306334,3,33.46307,-112.18541,Phoenix,Maricopa,AZ,109,109,17,28.57,10,13,0
A-1676900,3,47.679665,-122.321083,Seattle,King,WA,48,,71,29.73,10,3.5,
A-3668135,4,35.50168,-77.73919,Snow Hill,Greene,NC,72,72,69,30.02,10,17,0
A-2278247,2,29.692478,-95.319191,Houston,Harris,TX,75,,90,29.76,9,11.5,0
A-3599192,2,34.00473,-118.17285,Los Angeles,Los Angeles,CA,,,,,0.75,,0
A-3213011,2,39.478789,-76.248745,Belcamp,Harford,MD,48,46,93,29.57,10,6,0
A-2148797,2,34.080311,-81.15023,Columbia,Richland,SC,77,,84,30.08,9,8.1,
A-24261,3,37.327255,-121.894318,San Jose,Santa Clara,CA,68,,52,30.07,10,,
A-1364332,2,33.73238,-78.836166,Myrtle Beach,Horry,SC,86,86,65,29.8,9,13,0
A-1793448,2,34.459034,-82.631828,Anderson,Anderson,SC,66,,96,30.3,10,4.6,
A-781670,2,39.747429,-104.912628,Denver,Denver,CO,55,55,40,24.35,10,6,0
A-816944,2,29.745569,-95.361282,Houston,Harris,TX,64,64,75,29.75,10,23,0
A-2519166,3,33.680988,-117.856476,Irvine,Orange,CA,55.9,,72,29.99,10,,
A-231030,2,40.683128,-75.288506,Easton,Northampton,PA,39,31,38,30.03,10,13.8,
A-2295237,2,30.318705,-97.730888,Austin,Travis,TX,48,,63,30.11,,,
A-3847221,2,40.74334,-111.98956,Salt Lake City,Salt Lake,UT,43,40,60,26.04,10,5,0
A-654601,3,33.906166,-84.279144,Atlanta,DeKalb,GA,64,64,88,29.18,10,3,0
A-3030087,2,37.70474,-122.115668,San Leandro,Alameda,CA,53,53,40,30.13,10,0,0
A-1049120,2,35.27689,-80.874939,Charlotte,Mecklenburg,NC,77,77,45,29.35,10,8,0
A-1214225,2,39.976398,-83.02108,Columbus,Franklin,OH,92,92,41,29.08,10,14,0
A-854525,3,32.666248,-97.241402,Fort Worth,Tarrant,TX,64,64,70,29.13,10,0,0
A-1702065,3,45.021809,-93.190056,Saint Paul,Ramsey,MN,37,33.3,59,30.22,10,4.6,
A-921652,2,37.603901,-77.467415,Henrico,Henrico,VA,31,31,82,29.86,8,0,0
A-1296308,2,40.680454,-73.399521,Copiague,Suffolk,NY,82,82,62,29.81,10,13,0
A-2618466,2,35.258232,-80.787582,Charlotte,Mecklenburg,NC,69.8,,83,30.05,10,,
A-1354653,2,38.018734,-121.946404,Pittsburg,Contra Costa,CA,81,81,36,29.78,10,9,0
A-752400,2,29.706221,-95.409103,Houston,Harris,TX,70,70,87,29.84,10,7,0
A-949524,2,43.002937,-83.749542,Flint,Genesee,MI,30,30,85,28.91,1,3,0.01
A-12873,2,37.868114,-122.19593,Orinda,Contra Costa,CA,81,,26,29.98,10,,
A-1982862,3,30.533894,-87.092842,Milton,Santa Rosa,FL,80,80,66,29.99,10,12,0
A-3731216,3,42.2276,-87.97713,Vernon Hills,Lake,IL,33,25,59,29.58,10,10,0
A-512457,2,39.79327,-84.127502,Dayton,Montgomery,OH,27,27,74,29.35,10,3,0
A-793883,2,40.38966,-122.285538,Cottonwood,Shasta,CA,107,107,13,29.13,10,5,0
A-3827207,2,33.776872,-117.831175,Orange,Orange,CA,51,51,36,30.07,10,0,0
A-3069955,2,36.091144,-86.704212,Nashville,Davidson,TN,32,26,69,29.56,9,6,0
A-4012386,3,37.82786,-122.29197,Emeryville,Alameda,CA,59,,90,30.08,4,,
A-4033062,2,32.72909,-96.91975,Dallas,Dallas,TX,93,,39,29.82,10,8.1,
A-1816,3,37.749821,-122.204613,Oakland,Alameda,CA,70,,53,29.81,10,15,
A-620192,3,38.10754,-79.062347,Staunton,Augusta,VA,57,57,99,28.65,10,0,0
A-2136189,2,39.981876,-76.694847,York,York,PA,62.1,,75,30.22,10,13.8,0
A-2575071,2,42.984879,-85.677193,Grand Rapids,Kent,MI,48,,89,29.69,10,13.8,0
A-3486876,1,47.65083,-122.3609,Seattle,King,WA,58,58,53,29.71,10,9,0
A-680517,2,32.420921,-86.227463,Montgomery,Montgomery,AL,82,82,70,29.73,10,7,0
A-3957273,3,35.05341,-118.96636,Bakersfield,Kern,CA,72,,29,30.1,10,4.6,
A-4211693,2,40.712429,-111.802418,Salt Lake City,Salt Lake,UT,91,91,19,25.77,10,3,0
A-1482910,2,33.757339,-78.966812,Myrtle Beach,Horry,SC,55,55,74,29.73,10,12,0
A-138732,3,27.945595,-82.537514,Tampa,Hillsborough,FL,80.1,,94,30.14,10,4.6,
A-4129467,2,33.711354,-117.783424,Irvine,Orange,CA,69.1,,65,30,10,,
A-644840,2,34.126522,-118.228439,Los Angeles,Los Angeles,CA,87,87,30,29.69,10,6,0
A-874250,3,36.874294,-76.197533,Norfolk,Norfolk,VA,52,52,26,30.21,10,9,0
A-1776473,2,30.271679,-97.758186,Austin,Travis,TX,54,,66,30.3,10,,0
A-3848783,2,34.018006,-118.05284,Whittier,Los Angeles,CA,75,75,36,29.72,10,9,0
A-1823613,2,37.755314,-122.181847,Oakland,Alameda,CA,60.1,,32,30.13,10,9.2,
A-2501115,3,41.519508,-74.020416,Newburgh,Orange,NY,37.4,,81,30,10,,
A-1261547,2,37.620667,-77.58445,Henrico,Henrico,VA,85,85,46,29.85,10,0,0
A-2041471,3,47.463776,-122.245476,Renton,King,WA,55,,64,30.19,10,8.1,
A-3938053,2,41.10687,-73.4137,Norwalk,Fairfield,CT,37,27.7,50,29.93,10,16.1,
A-227753,2,39.788548,-84.1688,Dayton,Montgomery,OH,52,,100,29.98,5,4.6,
A-3558058,3,25.88389,-80.26292,Opa Locka,Miami-Dade,FL,81,81,74,30.04,10,6,0
A-3395370,2,35.023936,-85.246559,Chattanooga,Hamilton,TN,59,59,93,29.32,6,3,0
A-3902318,2,44.98953,-123.21517,Rickreall,Polk,OR,48.9,,83,29.44,10,5.8,
A-3850905,2,37.640083,-122.090617,Hayward,Alameda,CA,62,62,62,29.92,10,9,0
A-1344471,4,35.059856,-80.769676,Matthews,Mecklenburg,NC,86,86,55,29.15,10,6,0
A-3409079,2,25.748801,-80.335788,Miami,Miami-Dade,FL,89,89,63,29.93,10,13,0
A-4113210,2,32.64947,-117.06381,Bonita,San Diego,CA,57.9,,72,30.05,10,5.8,
A-545269,3,40.252728,-76.812874,Harrisburg,Dauphin,PA,52,52,24,29.8,10,6,0
A-3092567,2,36.207734,-86.589864,Hermitage,Davidson,TN,61,61,90,29.32,2,16,0.01
A-782540,2,34.836842,-82.284058,Greenville,Greenville,SC,63,63,90,28.98,10,6,0
A-241365,2,40.1791,-75.18309,Ambler,Montgomery,PA,39.2,,75,30.06,10,,
A-448471,3,40.066284,-75.313286,Conshohocken,Montgomery,PA,42.8,,66,30,10,,
A-3410934,2,30.546543,-87.262099,Pensacola,Escambia,FL,79,79,97,29.85,8,12,0
A-4159795,4,25.749253,-80.211855,Miami,Miami-Dade,FL,82.9,,74,29.97,10,5.8,
A-899582,2,37.554958,-77.474358,Richmond,Richmond City,VA,48,43,37,30.07,10,10,0
A-15511,2,37.483288,-122.18074,Menlo Park,San Mateo,CA,62.6,,88,30.16,4,5.8,
A-1789700,2,41.183929,-96.220078,Gretna,Sarpy,NE,31.6,25.1,71,29.76,10,6.9,
A-1121426,3,34.142799,-80.750381,Lugoff,Kershaw,SC,36,31,41,30.1,10,6,0
A-3755009,2,33.859282,-118.290432,Gardena,Los Angeles,CA,60,60,49,29.86,10,8,0
A-34383,2,37.404133,-122.069756,Mountain View,Santa Clara,CA,52,,77,30.27,10,5.8,
A-920106,2,44.988171,-93.166992,Saint Paul,Ramsey,MN,18,11,81,29.41,10,5,0
A-891529,2,34.20229,-80.396118,Camden,Lee,SC,66,66,100,29.98,4,5,0
A-832832,2,33.822086,-78.91423,Conway,Horry,SC,70,70,35,30.27,10,8,0
A-2747732,3,33.0322,-96.70715,Plano,Collin,TX,87.8,,58,29.99,,5.8,
A-1296887,3,33.876431,-84.448883,Atlanta,Cobb,GA,77,77,75,28.99,10,2,0
A-3963110,2,44.633236,-124.015693,Newport,Lincoln,OR,59,,36,30.27,10,13.8,
A-4110354,2,43.18271,-83.76898,Clio,Genesee,MI,24.1,12.5,81,29.81,6,12.7,0
A-1492402,3,32.874432,-96.682289,Dallas,Dallas,TX,82,82,35,29.34,10,15,0
A-1111589,2,44.912346,-93.064346,South Saint Paul,Dakota,MN,31,22,56,29.27,10,10,0
A-2906985,4,41.039593,-75.312424,Tannersville,Monroe,PA,68,,78,29.83,10,12.7,
A-969727,2,42.714451,-123.367844,Wolf Creek,Josephine,OR,27,27,72,26.47,10,3,0
A-1605503,2,34.030739,-80.430321,Dalzell,Sumter,SC,59,,94,30.16,3,11.5,
A-1215447,2,36.122673,-86.751488,Nashville,Davidson,TN,74,74,85,29.51,9,0,0
A-644719,2,34.26376,-118.994698,Somis,Ventura,CA,74,74,28,29.89,9,0,0
A-3184601,2,35.757321,-78.606275,Raleigh,Wake,NC,65,65,97,29.52,10,0,0
A-3882919,2,33.925459,-118.046433,Whittier,Los Angeles,CA,78,78,58,29.76,10,0,0
A-2050120,3,33.460777,-112.082542,Phoenix,Maricopa,AZ,82,,16,29.75,10,6.9,
A-2975253,2,33.881964,-117.880581,Fullerton,Orange,CA,44,44,73,30.09,10,0,0
A-1243498,2,40.740582,-73.899033,Woodside,Queens,NY,71,71,59,29.83,10,8,0
A-1434683,2,40.22039,-81.000954,Cadiz,Harrison,OH,71,71,81,28.53,10,9,0
A-2785573,2,42.38334,-83.21757,Detroit,Wayne,MI,64.2,,83,30.13,10,,
A-1321104,4,39.305637,-76.743286,Gwynn Oak,Baltimore County,MD,81,,67,29.86,,,0
